,kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori,rad_main,rad_sub
339,楽,697d,1-19-58,,,75,2.0,13,373.0,3.0,le4;yue4;ag;악;Lạc;Nhạc;ガク;ラク;ゴウ;たの.しい;たの.しむ;この.む,music;comfort;ease,さ;た;やす;ら,75,
342,掛,639b,1-19-61,,,64,8.0,11,1027.0,1.0,gua4;gwae;괘;Quải;カイ;ケイ;か.ける;-か.ける;か.け;-か.け;-が.け;か.かる;-か.かる;-が.かる;か.かり;-が.かり;かかり;-がかり,hang;suspend;depend;arrive at;tax;pour,かけ,64,
343,笠,7b20,1-19-62,,,118,9.0,11,1499.0,,li4;rib;립;Lạp;リュウ;かさ,bamboo hat;one's influence,,118,
344,樫,6a2b,1-19-63,,,75,9.0,16,2297.0,,jian1;gyeon;견;Kiện;かし,evergreen oak;(kokuji),,75,
345,橿,6a7f,1-19-64,,,75,,17,2198.0,,jiang1;gang;강;Cương;キョウ;かし;もちのき,oak,,75,
346,梶,68b6,1-19-65,,,75,9.0,11,1355.0,,wei3;mi;미;Vả;Vải;ビ;かじ;こずえ,sculling oar,,75,
348,潟,6f5f,1-19-67,,,85,4.0,15,1204.0,1.0,xi4;seog;석;Tích;セキ;かた;-がた,lagoon,がら,85,
350,喝,559d,1-19-69,,,30,8.0,11,1858.0,1.0,he1;he4;gal;ae;갈;애;Hát;Ới;カツ,hoarse;scold,,30,
351,恰,6070,1-19-70,,,61,9.0,9,,,qia4;heub;흡;Kháp;コウ;カッ;チョウ;キョウ;あたか.も,just as;as though;fortunately,,61,
352,括,62ec,1-19-71,,,64,8.0,9,1026.0,1.0,gua1;kuo4;gwal;괄;Quát;Hoạt;カツ;くく.る,fasten;tie up;arrest;constrict,,64,
353,活,6d3b,1-19-72,,,85,2.0,9,171.0,2.0,huo2;hwal;gwal;활;괄;Hoạt;Quạt;カツ;い.きる;い.かす;い.ける,lively;resuscitation;being helped;living,,85,
354,渇,6e07,1-19-73,,,85,8.0,11,1944.0,1.0,ke3;gal;geol;갈;걸;Khát;カツ;かわ.く,thirst;dry up;parch,,85,
355,滑,6ed1,1-19-74,,,85,8.0,13,1238.0,1.0,hua2;gu3;hwal;gol;활;골;Hoạt;Cốt;カツ;コツ;すべ.る;なめ.らか,slippery;slide;slip;fail exam,かり;なめり,85,
356,葛,845b,1-19-75,,,140,8.0,11,1547.0,,ge3;ge2;gal;갈;Cát;カツ;カチ;つづら;くず,arrowroot;kudzu,か;かず;かずら;かっ;かつら,140,
361,叶,53f6,1-19-80,,,30,9.0,5,2312.0,1.0,ye4;xie2;hyeob;협;Hiệp;キョウ;かな.える;かな.う,grant;answer,かの;かのう,30,
362,椛,691b,1-19-81,,,75,9.0,11,,,hwa;화;Hoa;かば;もみじ,autumn foliage;birch;maple;(kokuji),,75,
363,樺,6a3a,1-19-82,,,75,9.0,14,1982.0,1.0,hua4;hua2;hwa;화;Hoa;カ;かば;かんば,birch;dark red,から;かも;かん,75,
365,株,682a,1-19-84,,,75,6.0,10,432.0,1.0,zhu1;ju;주;Chu;Châu;シュ;かぶ,stocks;stump;shares;stock;counter for small plants,,75,
368,蒲,84b2,1-19-87,,,140,9.0,13,1887.0,,pu2;po;포;Bồ;ホ;ボ;フ;ブ;がま;かば;かま,bullrush;flag;cattail,,140,
369,釜,91dc,1-19-88,,,167;88,8.0,10,1761.0,,fu3;bu;부;Phủ;フ;かま,kettle;cauldron;iron pot,,167,88
370,鎌,938c,1-19-89,,,167,8.0,18,1587.0,1.0,lian2;gyeom;겸;Liêm;レン;ケン;かま,sickle;scythe;trick,かた;かね,167,
371,噛,565b,1-19-90,,,30,,15,2399.0,,nie4;gyo;교;Niết;コウ;ゴウ;か.む;か.じる,chew;bite;gnaw,,30,
373,栢,6822,1-19-92,,,75,,10,,,bo2;bai3;baeg;백;Bách;ハク;ヒャク;かしわ,oak,かや,75,
374,茅,8305,1-19-93,,,140,9.0,8,1895.0,1.0,mao2;mo;모;Mao;ボウ;ミョウ;かや;ちがや,miscanthus reed,ち;じ,140,
375,萱,8431,1-19-94,,,140,9.0,12,2217.0,,xuan1;hweon;훤;Huyên;ケン;かや;かんぞう,miscanthus reed,か,140,
378,苅,82c5,1-20-03,,,140,,7,2178.0,,yi4;ye;예;Ngải;ガイ;カイ;か.る,cutting (grass),かり;かる;かん,140,
381,侃,4f83,1-20-06,,,9,9.0,8,,1.0,kan3;gan;간;Khản;カン;つよ.い,strong;just;righteous;peace-loving,あきら;ただし,9,
388,喚,559a,1-20-13,,,30,8.0,12,1120.0,1.0,huan4;hwan;환;Hoán;カン;わめ.く,yell;cry;call;scream;summon,,30,
389,堪,582a,1-20-14,,,32,8.0,12,1953.0,1.0,kan1;gam;감;Kham;カン;タン;た.える;たま.る;こら.える;こた.える,withstand;endure;support;resist,,32,
390,姦,59e6,1-20-15,,,38,,9,,,jian1;gan;간;Gian;カン;ケン;かん.する;かしま.しい;みだら,wicked;mischief;seduce;rape;noisy,,38,
396,患,60a3,1-20-21,,,61,8.0,11,796.0,1.0,huan4;hwan;환;Hoạn;カン;わずら.う,afflicted;disease;suffer from;be ill,くろ,61,
397,感,611f,1-20-22,,,61,3.0,13,233.0,2.0,gan3;gam;감;Cảm;カン,emotion;feeling;sensation,,61,
398,慣,6163,1-20-23,,,61,5.0,14,1177.0,2.0,guan4;gwan;관;Quán;カン;な.れる;な.らす,accustomed;get used to;become experienced,,61,
399,憾,61be,1-20-24,,,61,8.0,16,1682.0,1.0,han4;gam;감;Hám;カン;うら.む,remorse;regret;be sorry,,61,
400,換,63db,1-20-25,,,64,8.0,12,687.0,2.0,huan4;hwan;환;Hoán;カン;か.える;-か.える;か.わる,interchange;period;change;convert;replace;renew,,64,
402,柑,67d1,1-20-27,,,75,9.0,9,,,gan1;gam;감;Cam;コン;カン,citrus;orange,,75,
403,桓,6853,1-20-28,,,75,,10,,,huan2;hwan;환;Hoàn;カン,marking post,,75,
404,棺,68fa,1-20-29,,,75,8.0,12,2161.0,1.0,guan1;gwan;관;Quan;Quán;カン,coffin;casket,,75,
407,汗,6c57,1-20-32,,,85,8.0,6,1502.0,2.0,han4;han2;han;한;Hãn;Hàn;カン;あせ,sweat;perspire,,85,
408,漢,6f22,1-20-33,,,85,3.0,13,1487.0,3.0,han4;han;한;Hán;カン,Sino-;China,はん,85,
409,澗,6f97,1-20-34,,,85,,15,,,jian4;gan;간;Giản;カン;ケン;たに;たにみず,valley river;10**36,ま,85,
410,潅,6f45,1-20-35,,,85,,14,,,guan4;gwan;관;Quán;カン;そそ.ぐ,pour into;irrigate;shed (tears);flow into;concentrate on,,85,
415,竿,7aff,1-20-40,,,118,9.0,9,2416.0,,gan1;gan;간;Can;Cán;カン;さお,pole;rod;scale beam;violin neck,,118,
416,管,7ba1,1-20-41,,,118,4.0,14,517.0,2.0,guan3;gwan;관;Quản;カン;くだ,pipe;tube;wind instrument;drunken talk;control;jurisdiction,すが,118,
417,簡,7c21,1-20-42,,,118,6.0,18,983.0,2.0,jian3;gan;간;Giản;カン;ケン;えら.ぶ;ふだ,simplicity;brevity,,118,
418,緩,7de9,1-20-43,,,120,8.0,15,933.0,1.0,huan3;wan;완;Hoãn;カン;ゆる.い;ゆる.やか;ゆる.む;ゆる.める,slacken;loosen;relax;lessen;be moderate;ease,ひろ,120,
421,肝,809d,1-20-46,,,130,8.0,7,1118.0,1.0,gan1;gan;간;Can;カン;きも,liver;pluck;nerve;chutzpah,,130,
423,莞,839e,1-20-48,,,140,9.0,10,,1.0,guan1;guan3;wan1;wan3;gwan;wan;관;완;Hoàn;Hoản;カン;い,smiling;reed used to cover tatami,,140,
425,諌,8acc,1-20-50,,,149,,15,2296.0,,jian4;gan;간;Gián;カン;いさ.め;いさ.める,admonish;dissuade,,149,
427,還,9084,1-20-52,,,162,8.0,16,910.0,1.0,huan2;hai2;xuan2;hwan;seon;환;선;Hoàn;Toàn;カン;かえ.る,send back;return,,162,
428,鑑,9451,1-20-53,,,167,8.0,23,1391.0,1.0,jian4;gam;감;Giám;カン;かんが.みる;かがみ,specimen;take warning from;learn from,あき;あきら,167,
437,含,542b,1-20-62,,,30;9,8.0,7,466.0,2.0,han2;ham;함;Hàm;ガン;ふく.む;ふく.める,contain;include;hold in the mouth;bear in mind;understand;cherish,,30,9
450,企,4f01,1-20-75,,,9,8.0,6,278.0,1.0,qi3;qi4;gi;기;Xí;キ;くわだ.てる;たくら.む,undertake;scheme;design;attempt;plan,,9,
451,伎,4f0e,1-20-76,,,9,8.0,6,,1.0,ji4;gi;기;Kỹ;ギ;キ;わざ;わざおぎ,deed;skill,,9,
453,喜,559c,1-20-78,,,30;32,5.0,12,769.0,2.0,xi3;heui;희;Hỉ;Hí;キ;よろこ.ぶ;よろこ.ばす,rejoice;take pleasure in,あき;きゅ;のぶ;ゆき;よし,30,32
454,器,5668,1-20-79,,,30,4.0,15,525.0,2.0,qi4;gi;기;Khí;キ;うつわ,utensil;vessel;receptacle;implement;instrument;ability;container;tool;set,,30,
455,基,57fa,1-20-80,,,32,5.0,11,241.0,2.0,ji1;gi;기;Cơ;キ;もと;もとい,fundamentals;radical (chem);counter for machines;foundation,きい;とも,32,
457,嬉,5b09,1-20-82,,,38,9.0,15,2274.0,1.0,xi1;heui;희;Hi;キ;うれ.しい;たの.しむ,glad;pleased;rejoice,うらし;うれし,38,
462,忌,5fcc,1-20-87,,,61;49,8.0,7,1882.0,1.0,ji4;gi;기;Kị;Kí;キ;い.む;い.み;い.まわしい,mourning;abhor;detestable;death anniversary,いまわ,61,49
463,揮,63ee,1-20-88,,,64,6.0,12,946.0,1.0,hui1;hwi;휘;Huy;キ;ふる.う,brandish;wave;wag;swing;shake,,64,
464,机,673a,1-20-89,,,75,6.0,6,1671.0,2.0,ji1;gwe;궤;Cơ;Ki;Kỉ;Ky;Kỷ;キ;つくえ,desk;table,,75,
468,棋,68cb,1-20-93,,,75,8.0,12,1311.0,1.0,qi2;gi;기;Kỳ;Kí;キ;ご,chess piece;Japanese chess;shogi,,75,
469,棄,68c4,1-20-94,,,75;8,8.0,13,901.0,1.0,qi4;gi;기;Khí;キ;す.てる,abandon;throw away;discard;resign;reject;sacrifice,,75,8
470,機,6a5f,1-21-01,,,75,4.0,16,127.0,2.0,ji1;gi;기;Ky;Cơ;キ;はた,loom;mechanism;machine;airplane;opportunity;potency;efficacy;occasion,,75,
474,汽,6c7d,1-21-05,,,85,2.0,7,2020.0,1.0,qi4;gi;heul;기;흘;Khí;キ,vapor;steam,,85,
479,紀,7d00,1-21-10,,,120,5.0,9,780.0,1.0,ji4;gi;기;Kỉ;キ,chronicle;account;narrative;history;annals;geologic period,おさむ;ただす;とし;とも;のり;もと,120,
482,記,8a18,1-21-13,,,149,2.0,10,149.0,2.0,ji4;gi;기;Kí;キ;しる.す,scribe;account;narrative,のり,149,
491,偽,507d,1-21-22,,,9,8.0,11,1171.0,1.0,wei4;wi;위;Ngụy;ギ;カ;いつわ.る;にせ;いつわ.り,falsehood;lie;deceive;pretend;counterfeit;forgery,,9,
492,儀,5100,1-21-23,,,9,8.0,15,739.0,1.0,yi2;eui;의;Nghi;ギ,ceremony;rule;affair;case;a matter,のり;よし,9,
493,妓,5993,1-21-24,,,38,,7,,,ji4;gi;기;Kĩ;ギ;キ;わざおぎ;うたいめ,stretch;singing girl;geisha;prostitute,,38,
496,技,6280,1-21-27,,,64,5.0,7,434.0,2.0,ji4;gi;기;Kĩ;ギ;わざ,skill;art;craft;ability;feat;performance;vocation;arts,,64,
497,擬,64ec,1-21-28,,,64,8.0,17,1990.0,1.0,ni3;eui;의;Nghĩ;ギ;まが.い;もど.き,mimic;aim (a gun) at;nominate;imitate,,64,
503,蟻,87fb,1-21-34,,,142,,19,,,yi3;eui;의;Nghĩ;ギ;あり,ant,,142,
504,誼,8abc,1-21-35,,,149,9.0,15,,1.0,yi2;yi4;eui;의;Nghị;ギ;よしみ;よい,friendship;intimacy,,149,
505,議,8b70,1-21-36,,,149,4.0,20,25.0,2.0,yi4;eui;의;Nghị;ギ,deliberation;consultation;debate;consideration,かた;のり,149,
506,掬,63ac,1-21-37,,,64,9.0,11,,,ju2;ju1;gug;국;Cúc;キク;コク;きく.す;むす.ぶ;すく.う;たなごころ,scoop up water with the hand,,64,
507,菊,83ca,1-21-38,,,140,8.0,11,1287.0,1.0,ju2;gug;국;Cúc;キク,chrysanthemum,,140,
509,吉,5409,1-21-40,,,30;32,8.0,6,711.0,1.0,ji2;gil;길;Cát;キチ;キツ;よし,good luck;joy;congratulations,え;き;きっ;きる;こし;と;よ,30,32
510,吃,5403,1-21-41,,,30,,6,,,chi1;ji2;heul;흘;Cật;キツ;ども.る,stammer,,30,
511,喫,55ab,1-21-42,,,30,8.0,12,1347.0,2.0,chi1;ggig;끽;Khiết;キツ;の.む,consume;eat;drink;smoke;receive (a blow),,30,
512,桔,6854,1-21-43,,,75,9.0,10,,,jie2;ju2;gil;길;Kết;キツ;ケツ,used in plant names,き,75,
513,橘,6a58,1-21-44,,,75,9.0,16,2053.0,1.0,ju2;gyul;귤;Quất;キツ;たちばな,mandarin orange,きっ,75,
514,詰,8a70,1-21-45,,,149,8.0,13,1020.0,2.0,jie2;hil;힐;Cật;キツ;キチ;つ.める;つ.め;-づ.め;つ.まる;つ.む,packed;close;pressed;reprove;rebuke;blame,ずめ;づめ,149,
516,杵,6775,1-21-47,,,75,9.0,8,2355.0,,chu3;jeo;저;Xử;ショ;ソ;きね,wooden pestle,き,75,
520,脚,811a,1-21-51,,,130,8.0,11,1228.0,1.0,jiao3;jia3;jue2;gag;각;Cước;キャク;キャ;カク;あし,skids;leg;undercarriage;lower part;base,し,130,
522,逆,9006,1-21-53,,,162,5.0,9,683.0,2.0,ni4;yeog;역;Nghịch;Nghịnh;ギャク;ゲキ;さか;さか.さ;さか.らう,inverted;reverse;opposite;wicked,,162,
525,仇,4ec7,1-21-56,,,9,,4,2322.0,,chou2;qiu2;gu;구;Cừu;キュウ;グ;あだ;あた;かたき;つれあい,foe;enemy;revenge;grudge;feud,,9,
526,休,4f11,1-21-57,,,9,1.0,6,642.0,4.0,xiu1;hyu;휴;Hưu;キュウ;やす.む;やす.まる;やす.める,rest;day off;retire;sleep,,9,
528,吸,5438,1-21-59,,,30,6.0,6,1054.0,2.0,xi1;heub;흡;Hấp;キュウ;す.う,suck;imbibe;inhale;sip,,30,
531,急,6025,1-21-62,,,61,3.0,9,309.0,3.0,ji2;geub;급;Cấp;キュウ;いそ.ぐ;いそ.ぎ;せ.く,hurry;emergency;sudden;steep,,61,
533,朽,673d,1-21-64,,,75,8.0,6,1891.0,1.0,xiu3;hu;후;Hủ;キュウ;く.ちる,decay;rot;remain in seclusion,くつ,75,
534,求,6c42,1-21-65,,,85;3,4.0,7,220.0,2.0,qiu2;gu;구;Cầu;キュウ;グ;もと.める,request;want;wish for;require;demand,,85,3
535,汲,6c72,1-21-66,,,85,9.0,7,,,ji2;geub;급;Cấp;キュウ;く.む,draw (water);ladle;scoop;pump,くみ,85,
536,泣,6ce3,1-21-67,,,85,4.0,8,1380.0,2.0,qi4;eub;읍;Khấp;キュウ;な.く,cry;weep;moan,,85,
541,笈,7b08,1-21-72,,,118,9.0,9,,,ji2;geub;급;Cấp;キュウ,backpack bookcase,おい,118,
542,級,7d1a,1-21-73,,,120,3.0,9,785.0,2.0,ji2;geub;급;Cấp;キュウ,class;rank;grade,しな,120,
543,糾,7cfe,1-21-74,,,120,8.0,9,1820.0,1.0,jiu1;jiu3;gyu;gyo;규;교;Củ;Kiểu;キュウ;ただ.す,twist;ask;investigate;verify,,120,
544,給,7d66,1-21-75,,,120,4.0,12,615.0,2.0,gei3;ji3;geub;급;Cấp;キュウ;たま.う;たも.う;-たま.え,salary;wage;gift;allow;grant;bestow on,きい,120,
550,拒,62d2,1-21-81,,,64,8.0,8,863.0,1.0,ju4;geo;gu;거;구;Cự;Củ;キョ;ゴ;こば.む,repel;refuse;reject;decline,,64,
551,拠,62e0,1-21-82,,,64,8.0,8,858.0,1.0,ju4;ju1;geo;거;Cứ;キョ;コ;よ.る,foothold;based on;follow;therefore,,64,
552,挙,6319,1-21-83,,,64,4.0,10,257.0,1.0,ju3;geo;거;Cử;Gỡ;Gở;キョ;あ.げる;あ.がる;こぞ.る,raise;plan;project;behavior;actions,たか,64,
553,渠,6e20,1-21-84,,,85;75,,12,,,qu2;geo;거;Cừ;キョ;かれ;なんぞ;なに;みぞ;いずくんぞ,ditch;canal;lock,だかり,85,75
555,許,8a31,1-21-86,,,149,5.0,11,720.0,2.0,xu3;hu3;heo;ho;허;호;Hứa;Hử;Hổ;キョ;ゆる.す;もと,permit;approve,,149,
557,鋸,92f8,1-21-88,,,167,9.0,16,,,ju4;ju1;geo;거;Cứ;キョ;コ;のこ;のこぎり,saw (cuts wood),,167,
558,漁,6f01,1-21-89,,,85,4.0,14,1094.0,2.0,yu2;eo;어;Ngư;ギョ;リョウ;あさ.る,fishing;fishery,,85,
564,供,4f9b,1-22-01,,,9,6.0,8,313.0,2.0,gong1;gong4;gong;공;Cung;キョウ;ク;クウ;グ;そな.える;とも;-ども,submit;offer;present;serve (meal);accompany,,9,
565,侠,4fa0,1-22-02,,,9,,8,2385.0,,xia2;hyeob;gyeob;협;겹;Hiệp;キョウ;きゃん;おとこだて,tomboy;chivalry,,9,
566,僑,50d1,1-22-03,,,9,,14,2044.0,,qiao2;gyo;교;Kiều;キョウ,expatriate;person living abroad;temporary home,きゅう,9,
574,叫,53eb,1-22-11,,,30,8.0,6,1426.0,2.0,jiao4;gyu;규;Khiếu;キョウ;さけ.ぶ,shout;exclaim;yell,,30,
575,喬,55ac,1-22-12,,,30;4,9.0,12,1962.0,1.0,qiao2;gyo;교;Kiều;キョウ;たか.い,high;boasting,たかし;たか,30,4
576,境,5883,1-22-13,,,32,5.0,14,346.0,2.0,jing4;gyeong;경;Cảnh;キョウ;ケイ;さかい,boundary;border;region,さか;じき,32,
580,怯,602f,1-22-17,,,61,,8,,,qie4;que4;geob;겁;Khiếp;キョウ;コウ;ひる.む;おびえ.る;おじる;おび.える;おそ.れる,cowardice;wince;flinch;hesitate;waver,,61,
581,恐,6050,1-22-18,,,61,8.0,10,878.0,2.0,kong3;gong;공;Khủng;Khúng;キョウ;おそ.れる;おそ.る;おそ.ろしい;こわ.い;こわ.がる,fear;dread;awe,,61,
582,恭,606d,1-22-19,,,61,8.0,10,1737.0,1.0,gong1;gong;공;Cung;キョウ;うやうや.しい,respect;reverent,きよ;やす;やすし;ゆき;よし,61,
583,挟,631f,1-22-20,,,64,8.0,9,1870.0,2.0,xie2;hyeob;협;Cáp;Hiệp;Tiệp;Giáp;キョウ;ショウ;はさ.む;はさ.まる;わきばさ.む;さしはさ.む,pinch;between,,64,
585,橋,6a4b,1-22-22,,,75,3.0,16,553.0,2.0,qiao2;gyo;교;Kiều;Khiêu;Cao;キョウ;はし,bridge,ばせ,75,
586,況,6cc1,1-22-23,,,85,8.0,8,490.0,2.0,kuang4;hwang;황;Huống;キョウ;まし.て;いわ.んや;おもむき,condition;situation,,85,
590,胸,80f8,1-22-27,,,130,6.0,10,1144.0,2.0,xiong1;hyung;흉;Hung;キョウ;むね;むな-,bosom;breast;chest;heart;feelings,,130,
591,脅,8105,1-22-28,,,130;19,8.0,10,1183.0,1.0,xie2;hyeob;협;Hiếp;キョウ;おびや.かす;おど.す;おど.かす,threaten;coerce,,130,19
593,蕎,854e,1-22-30,,,140,9.0,15,,,qiao2;gyo;교;Kiều;キョウ;そば,buckwheat,,140,
595,鏡,93e1,1-22-32,,,167,4.0,19,1506.0,1.0,jing4;gyeong;경;Kính;キョウ;ケイ;かがみ,mirror;speculum;barrel-head;round rice-cake offering,あき;かが;かがん,167,
599,仰,4ef0,1-22-36,,,9,8.0,6,1573.0,1.0,yang3;ang;앙;Ngưỡng;Nhạng;ギョウ;コウ;あお.ぐ;おお.せ;お.っしゃる;おっしゃ.る,face-up;look up;depend;seek;respect;revere;drink;take,,9,
601,尭,5c2d,1-22-38,,,32;24,9.0,8,2136.0,1.0,yao2;yo;요;Nghiêu;ギョウ;たか.い,high;far,たかし;たか;のり;あき,32,24
603,業,696d,1-22-40,,,75;3,3.0,13,43.0,3.0,ye4;eob;업;Nghiệp;ギョウ;ゴウ;わざ,business;vocation;arts;performance,なり;のぶ,75,3
606,極,6975,1-22-43,,,75,4.0,12,460.0,2.0,ji2;geug;극;Cực;キョク;ゴク;きわ.める;きわ.まる;きわ.まり;きわ.み;き.める;-ぎ.め;き.まる,poles;settlement;conclusion;end;highest rank;electric poles;very;extremely;most;highly;10**48,,75,
608,桐,6850,1-22-45,,,75,9.0,10,1668.0,1.0,tong2;dong;동;Đồng;トウ;ドウ;きり,paulownia,ひさ;き,75,
610,僅,50c5,1-22-47,,,9,8.0,12,,,jin3;jin4;geun;근;Cận;キン;ゴン;わず.か,a wee bit,,9,
612,均,5747,1-22-49,,,32,5.0,7,715.0,2.0,jun1;yun4;gyun;균;Quân;Vận;キン;なら.す,level;average,ひとし,32,
614,錦,9326,1-22-51,,,167,8.0,16,1440.0,1.0,jin3;geum;금;Cẩm;キン;にしき,brocade;fine dress;honors,かね;あや;にし,167,
621,筋,7b4b,1-22-58,,,118,6.0,12,744.0,1.0,jin1;geun;근;Cân;キン;すじ,muscle;sinew;tendon;fiber;plot;plan;descent,,118,
622,緊,7dca,1-22-59,,,120,8.0,15,677.0,1.0,jin3;gin;긴;Khẩn;キン;し.める;し.まる,tense;solid;hard;reliable;tight,,120,
623,芹,82b9,1-22-60,,,140,9.0,7,2158.0,1.0,qin2;geun;근;Cần;キン;せり,parsley,せい;よし,140,
624,菌,83cc,1-22-61,,,140,8.0,11,1586.0,1.0,jun4;jun1;gyun;균;Khuẩn;キン,germ;fungus;bacteria,,140,
627,謹,8b39,1-22-64,,,149,8.0,17,2068.0,1.0,jin3;geun;근;Cẩn;キン;つつし.む,discreet;reverently;humbly,,149,
628,近,8fd1,1-22-65,,,162,2.0,7,194.0,3.0,jin4;geun;근;Cận;Cấn;Ký;キン;コン;ちか.い,near;early;akin;tantamount,おう;おお;この,162,
629,金,91d1,1-22-66,,,167,1.0,8,53.0,4.0,jin1;gim;geum;김;금;Kim;キン;コン;ゴン;かね;かな-;-がね,gold,かん;きむ;こ;この;ん,167,
630,吟,541f,1-22-67,,,30,8.0,7,1956.0,1.0,yin2;um;음;Ngâm;ギン,versify;singing;recital,,30,
631,銀,9280,1-22-68,,,167,3.0,14,395.0,3.0,yin2;eun;은;Ngân;ギン;しろがね,silver,うん;かな;かね,167,
633,倶,5036,1-22-70,,,9,,10,1842.0,,ju4;ju1;gu;구;Câu;グ;ク;とも.に,both;together;alike,,9,
634,句,53e5,1-22-71,,,30;20,5.0,5,1244.0,1.0,ju4;gou1;gu;gwi;구;귀;Cú;Câu;Cấu;ク,phrase;clause;sentence;passage;paragraph;counter for haiku,すく,30,20
639,苦,82e6,1-22-76,,,140,3.0,8,623.0,2.0,ku3;go;고;Khổ;ク;くる.しい;-ぐる.しい;くる.しむ;くる.しめる;にが.い;にが.る,suffering;trial;worry;hardship;feel bitter;scowl,,140,
645,愚,611a,1-22-82,,,61,8.0,13,1551.0,1.0,yu2;u;우;Ngu;グ;おろ.か,foolish;folly;absurdity;stupid,,61,
647,喰,55b0,1-22-84,,,30,9.0,12,,,shi2;si4;sig;식;Thặc;Thực;Tự;く.う;く.らう,eat;drink;receive (a blow);(kokuji),じき,30,
649,偶,5076,1-22-86,,,9,8.0,11,1602.0,2.0,ou3;u;우;Ngẫu;グウ;たま,accidentally;even number;couple;man & wife;same kind,,9,
651,遇,9047,1-22-88,,,162,8.0,12,1343.0,1.0,yu4;u;우;Ngộ;グウ;あ.う,meet;encounter;interview;treat;entertain;receive;deal with,,162,
654,櫛,6adb,1-22-91,,,75,9.0,17,2256.0,,zhi4;jie2;jeul;즐;Trất;シツ;くし;くしけず.る,comb,,75,
655,釧,91e7,1-22-92,,,167,9.0,11,1751.0,,chuan4;cheon;천;Xuyến;セン;くしろ;うでわ,bracelet,くし,167,
658,掘,6398,1-23-01,,,64,8.0,11,1257.0,2.0,jue2;gul;gweol;굴;궐;Quật;クツ;ほ.る,dig;delve;excavate,ぼり,64,
660,沓,6c93,1-23-03,,,85,9.0,8,,,ta4;dab;답;Đạp;トウ;くつ,shoes;boots,,85,
667,栗,6817,1-23-10,,,75;146,9.0,10,1550.0,1.0,li4;ryul;률;Lật;リツ;リ;くり;おののく,chestnut,くる;りっ,75,146
668,繰,7e70,1-23-11,,,120,8.0,19,872.0,1.0,qiao1;zao3;jo;조;Sào;ソウ;く.る,winding;reel;spin;turn (pages);look up;refer to,くり,120,
669,桑,6851,1-23-12,,,75;29,8.0,10,1650.0,1.0,sang1;sang;상;Tang;ソウ;くわ,mulberry,こ,75,29
670,鍬,936c,1-23-13,,,167,9.0,17,,,qiao1;cho;초;Thâu;Thiêu;Thu;ショウ;シュウ;くわ;すき,hoe with long blade at acute angle,,167,
672,君,541b,1-23-15,,,30,3.0,7,947.0,2.0,jun1;gun;군;Quân;クン;きみ;-ぎみ,mister;you;ruler;male name suffix,み,30,
673,薫,85ab,1-23-16,,,140,8.0,16,1849.0,1.0,xun1;hun;훈;Huân;クン;かお.る,send forth fragrance;fragrant;be scented;smoke (tobacco),かおり;かおる;かほ;かほる;くに;しげ;にほ;のぶ;よし,140,
674,訓,8a13,1-23-17,,,149,4.0,10,1134.0,2.0,xun4;hun;훈;Huấn;クン;キン;おし.える;よ.む;くん.ずる,instruction;Japanese character reading;explanation;read,く;くに;くの;さとし;のり;ふみ,149,
681,係,4fc2,1-23-24,,,9,3.0,9,232.0,2.0,xi4;gye;계;Hệ;ケイ;かか.る;かかり;-がかり;かか.わる,person in charge;connection;duty;concern oneself,,9,
682,傾,50be,1-23-25,,,9,8.0,13,938.0,2.0,qing1;qing2;gyeong;경;Khuynh;ケイ;かたむ.く;かたむ.ける;かたぶ.く;かた.げる;かし.げる,lean;incline;tilt;trend;wane;sink;ruin;bias,,9,
685,啓,5553,1-23-28,,,30,8.0,11,1403.0,1.0,qi3;gye;계;Khải;ケイ;ひら.く;さと.す,disclose;open;say,あき;あきら;さとし;はじめ;ひろ;よし,30,
686,圭,572d,1-23-29,,,32,9.0,6,1837.0,1.0,gui1;gyu;규;Khuê;ケイ;ケ,square jewel;corner;angle;edge,か;きよ;たま;よし;かど;きよし,32,
688,型,578b,1-23-31,,,32,5.0,9,482.0,2.0,xing2;hyeong;형;Hình;ケイ;かた;-がた,mould;type;model,,32,
692,恵,6075,1-23-35,,,61,8.0,10,925.0,2.0,hui4;hye;혜;Huệ;ケイ;エ;めぐ.む;めぐ.み,favor;blessing;grace;kindness,あや;け;さと;さとし;しげ;へい;み;やす,61,
693,慶,6176,1-23-36,,,61;53,8.0,15,1300.0,1.0,qing4;gyeong;gang;경;강;Khánh;Khương;Khanh;ケイ;よろこ.び,jubilation;congratulate;rejoice;be happy,き;きよん;け;みち;む;やす;よし,61,53
694,慧,6167,1-23-37,,,61,9.0,15,2168.0,1.0,hui4;hye;혜;Tuệ;ケイ;エ;さとい,wise,さと;さとし;さとる;あきら;とし,61,
695,憩,61a9,1-23-38,,,61,8.0,16,1731.0,1.0,qi4;ge;게;Khế;ケイ;いこ.い;いこ.う,recess;rest;relax;repose,,61,
696,掲,63b2,1-23-39,,,64,8.0,11,899.0,1.0,jie1;ge;gal;geol;게;갈;걸;Yết;ケイ;かか.げる,put up (a notice);put up;hoist;display;hang out;publish;describe,,64,
697,携,643a,1-23-40,,,64,8.0,13,1017.0,1.0,xie2;hyu;휴;Huề;ケイ;たずさ.える;たずさ.わる,portable;carry (in hand);armed with;bring along,,64,
